node,hydrostatic_stress
node_3019,-42440013.9
node_3020,-41030624.4
node_3021,-37990497.6
node_3022,-44087368.0
node_3023,50224609.4
node_3024,50909492.5
node_3025,50581584.9
node_3026,52096008.3
node_3027,51670600.9
node_3028,51343406.7
node_3029,54040908.8
node_3030,55002319.3
node_3031,54417541.5
node_3032,53453357.7
node_3033,55699482.0
node_3034,56809879.3
node_3035,56112258.9
node_3036,58905452.7
node_3037,58068718.0
node_3038,62491710.7
node_3039,64098121.6
node_3040,62927318.6
node_3041,61320949.6
node_3042,65455123.9
node_3043,67291183.5
node_3044,65934349.1
node_3045,68851730.3
node_3046,70967010.5
node_3047,69406868.0
node_3048,73415962.2
node_3049,72745697.0
node_3050,75194610.6
node_3051,83397239.7
node_3052,80048126.2
node_3053,82313629.2
node_3054,85661102.3
node_3055,119820663.0
node_3056,118785446.0
node_3057,115668045.0
node_3058,118519119.0
node_3059,118616203.0
node_3060,122551056.0
node_3061,122324303.0
node_3062,-21259143.8
node_3063,-23375637.1
node_3064,-22680755.6
node_3065,56607639.3
node_3066,56445529.9
node_3067,54309280.4
node_3068,18076763.2
node_3069,16332016.0
node_3070,18298662.2
node_3071,14352608.7
node_3072,14012084.0
node_3073,26016977.3
node_3074,28440645.2
node_3075,26613275.5
node_3076,20250255.6
node_3077,17300991.1
node_3078,18582832.3
node_3079,85588569.6
node_3080,85219375.6
node_3081,81285156.2
node_3082,34718975.1
node_3083,36982151.0
node_3084,35008350.4
node_3085,32707794.2
node_3086,43365951.5
node_3087,44736587.5
node_3088,42063953.4
node_3089,40738105.8
node_3090,43500820.2
node_3091,45567768.1
node_3092,41264770.5
node_3093,9160028.46
node_3094,11734835.6
node_3095,8386196.14
node_3096,49914733.9
node_3097,52307056.4
node_3098,51935855.9
node_3099,67579597.5
node_3100,63244232.2
node_3101,63182216.6
node_3102,67628944.4
node_3103,112296326.0
node_3104,106882675.0
node_3105,77196899.4
node_3106,78047409.1
node_3107,69549614.0
node_3108,68015090.9
node_3109,66686424.3
node_3110,70965454.1
node_3111,70996719.4
node_3112,74436767.6
node_3113,74399742.1
node_3114,91521263.1
node_3115,96639198.3
node_3116,103345451.0
node_3117,101965416.0
node_3118,97674629.2
node_3119,89405578.6
node_3120,84480445.9
node_3121,79608741.8
node_3122,80634193.4
node_3123,83391784.7
node_3124,-12775775.9
node_3125,-8409329.41
node_3126,-5251523.97
node_3127,-9631786.35
node_3128,-4559541.23
node_3129,-7223133.09
node_3130,-6260789.39
node_3131,-3518171.31
node_3132,-1526648.76
node_3133,1337729.45
node_3134,-2385406.49
node_3135,30351438.5
node_3136,30784444.8
node_3137,4785519.12
node_3138,4025095.46
node_3139,481308.746
node_3140,1217060.33
node_3141,-2486766.82
node_3142,-531539.307
node_3143,-9757695.2
node_3144,-8000982.28
node_3145,-10542095.2
node_3146,47883194.0
node_3147,47539733.9
node_3148,-28179775.2
node_3149,-32934761.0
node_3150,5271320.82
node_3151,7911450.39
node_3152,130218796.0
node_3153,127011749.0
node_3154,125606331.0
node_3155,-35314537.0
node_3156,-38748893.7
node_3157,-44828514.1
node_3158,60323886.9
node_3159,59902069.1
node_3160,21057066.0
node_3161,18852220.5
node_3162,17616661.1
node_3163,19813831.3
node_3164,70201179.5
node_3165,71749313.4
node_3166,74291252.1
node_3167,22169450.8
node_3168,23518947.6
node_3169,20373403.5
node_3170,66621650.7
node_3171,67970886.2
node_3172,25060628.9
node_3173,26230213.2
node_3174,63510002.1
node_3175,64677375.8
node_3176,60772552.5
node_3177,61788112.6
node_3178,31173175.8
node_3179,32333225.3
node_3180,33071926.1
node_3181,31917324.1
node_3182,52945224.8
node_3183,52598941.8
node_3184,61500167.8
node_3185,62217021.9
node_3186,64296173.1
node_3187,63597374.0
node_3188,32722824.1
node_3189,33396633.1
node_3190,33118263.2
node_3191,50635479.0
node_3192,50719688.4
node_3193,49060016.6
node_3194,48934921.3
node_3195,118458267.0
node_3196,120437073.0
node_3197,118722275.0
node_3198,116721405.0
node_3199,106514275.0
node_3200,99649932.9
node_3201,103585701.0
node_3202,-28208162.3
node_3203,-26491922.4
node_3204,-25184701.9
node_3205,96715744.0
node_3206,92131393.4
node_3207,94949310.3
node_3208,99519416.8
node_3209,130900864.0
node_3210,117355743.0
node_3211,120843254.0
node_3212,122654755.0
node_3213,125470352.0
node_3214,118601997.0
node_3215,113701714.0
node_3216,113723846.0
node_3217,-31034812.9
node_3218,-35264183.0
node_3219,-38540794.4
node_3220,-25518022.5
node_3221,-25494863.5
node_3222,-23409277.0
node_3223,-28191295.6
node_3224,-25143613.8
node_3225,-21690408.7
node_3226,-24043212.9
node_3227,-19354549.4
node_3228,-16989110.9
node_3229,-40097488.4
node_3230,-30658027.6
node_3231,39084247.6
node_3232,39115615.8
node_3233,-13927400.6
node_3234,-16549278.3
node_3235,-13285125.7
node_3236,29444664.0
node_3237,27907417.3
node_3238,25075798.0
node_3239,74307930.0
node_3240,74360549.9
node_3241,71351554.9
node_3242,71251129.2
node_3243,24090391.2
node_3244,22986854.6
node_3245,59996482.8
node_3246,60854259.5
node_3247,62640205.4
node_3248,59778808.6
node_3249,57633232.1
node_3250,54345325.5
node_3251,86680236.8
node_3252,82882911.7
node_3253,85030059.8
node_3254,88806106.6
node_3255,16779315.9
node_3256,10590912.8
node_3257,12613382.3
node_3258,7765160.08
node_3259,37108470.9
node_3260,38603569.0
node_3261,8811849.59
node_3262,5414130.69
node_3263,3207277.54
node_3264,6615454.2
node_3265,10514309.9
node_3266,7147500.04
node_3267,5748109.82
node_3268,9130804.06
node_3269,62143894.2
node_3270,60557395.9
node_3271,65025375.4
node_3272,67883934.0
node_3273,90891807.6
node_3274,90641723.6
node_3275,87608657.8
node_3276,87897331.2
node_3277,-16165195.5
node_3278,-19113279.3
node_3279,-14270759.6
node_3280,-11324662.2
node_3281,-43348430.6
node_3282,-37257534.0
node_3283,89570846.6
node_3284,88220977.8
node_3285,76042533.9
node_3286,78944107.1
node_3287,3881012.92
node_3288,4518050.19
node_3289,59229885.1
node_3290,66732559.2
node_3291,69084312.4
node_3292,65629531.9
node_3293,54431224.8
node_3294,54978954.3
node_3295,48320770.3
node_3296,45001823.4
node_3297,46259368.9
node_3298,49641624.5
node_3299,57386482.2
node_3300,55859718.3
node_3301,56495063.8
node_3302,58026264.2
node_3303,27579816.8
node_3304,26736282.3
node_3305,25754900.0
node_3306,52922519.7
node_3307,53300640.1
node_3308,28234409.3
node_3309,29090234.8
node_3310,57597381.6
node_3311,58359664.9
node_3312,34113609.3
node_3313,33366973.9
node_3314,34158824.9
node_3315,34929134.4
node_3316,51757762.9
node_3317,52075912.5
node_3318,52455303.2
node_3319,52947990.4
node_3320,54501426.7
node_3321,54003421.8
node_3322,50437610.6
node_3323,50801704.4
node_3324,-24945461.3
node_3325,-21366416.9
node_3326,-27680643.1
node_3327,-31362440.1
node_3328,-25286443.7
node_3329,-27666597.4
node_3330,-16409334.2
node_3331,-18474170.7
node_3332,-20312933.0
node_3333,90554763.8
node_3334,84355613.7
node_3335,117109421.0
node_3336,118081886.0
node_3337,113656700.0
node_3338,113368050.0
node_3339,121769745.0
node_3340,122218925.0
node_3341,113002090.0
node_3342,109133270.0
node_3343,109848701.0
node_3344,58327400.2
node_3345,62969516.8
node_3346,59273471.8
node_3347,59046649.9
node_3348,56704719.5
node_3349,27113067.6
node_3350,31496498.1
node_3351,30682321.5
node_3352,77785148.6
node_3353,69091194.2
node_3354,66220329.3
node_3355,49146507.3
node_3356,46395336.2
node_3357,35675064.1
node_3358,33449413.3
node_3359,70383041.4
node_3360,73054031.4
node_3361,13586212.2
node_3362,16158508.3
node_3363,15041438.1
node_3364,2171285.39
node_3365,12788393.0
node_3366,-13045314.8
node_3367,-10648955.3
node_3368,-4223227.5
node_3369,-519510.315
node_3370,104910370.0
node_3371,102404587.0
node_3372,94402664.2
node_3373,91385505.7
node_3374,111823692.0
node_3375,128275391.0
node_3376,125894203.0
node_3377,129409424.0
node_3378,-33317787.2
node_3379,104945633.0
node_3380,106825493.0
node_3381,93092063.9
node_3382,97516632.1
node_3383,-17958189.0
node_3384,80976860.0
node_3385,98327377.3
node_3386,93630806.0
node_3387,93759635.9
node_3388,-18179426.2
node_3389,-17893199.9
node_3390,-21726745.6
node_3391,-22008976.0
node_3392,74613304.1
node_3393,77588127.1
node_3394,1652241.47
node_3395,3274319.17
node_3396,22267721.2
node_3397,24113239.3
node_3398,24849206.9
node_3399,55444995.9
node_3400,56077823.6
node_3401,65144195.6
node_3402,67595481.9
node_3403,18491352.1
node_3404,14172322.3
node_3405,53524761.2
node_3406,30115022.7
node_3407,27557804.1
node_3408,29507598.9
node_3409,58273559.6
node_3410,59765785.2
node_3411,61866439.8
node_3412,60323265.1
node_3413,63587822.0
node_3414,65805259.7
node_3415,62869407.7
node_3416,31924991.6
node_3417,32972259.5
node_3418,30421928.4
node_3419,49922405.2
node_3420,51714920.0
node_3421,50997356.4
node_3422,49197670.0
node_3423,96840354.9
node_3424,94089393.6
node_3425,96762001.0
node_3426,-29162746.4
node_3427,-26340732.6
node_3428,102779877.0
node_3429,100064079.0
node_3430,95386642.5
node_3431,98046485.9
node_3432,-14195751.2
node_3433,-8505116.46
node_3434,-9650026.32
node_3435,113949173.0
node_3436,114584114.0
node_3437,-23432218.6
node_3438,-25177251.8
node_3439,-22227752.7
node_3440,-22335107.8
node_3441,-25097339.6
node_3442,-26970230.1
node_3443,-28725893.0
node_3444,77129119.9
node_3445,75881538.4
node_3446,73110488.9
node_3447,106539642.0
node_3448,105259560.0
node_3449,100968872.0
node_3450,102266182.0
node_3451,-25404842.4
node_3452,-22282499.3
node_3453,51556381.2
node_3454,-2173494.58
node_3455,-3615063.19
node_3456,-6078522.68
node_3457,22906383.5
node_3458,26596059.8
node_3459,22404115.7
node_3460,32172893.5
node_3461,3227777.0
node_3462,8204828.26
node_3463,4387875.08
node_3464,55465541.8
node_3465,42819736.5
node_3466,42759658.8
node_3467,38702911.4
node_3468,35898174.3
node_3469,35122940.1
node_3470,53512184.1
node_3471,15240791.3
node_3472,11542409.9
node_3473,180696.609
node_3474,85008590.7
node_3475,87618957.5
node_3476,85229713.4
node_3477,15026951.8
node_3478,11819227.2
node_3479,10294648.2
node_3480,13485524.2
node_3481,-217469.879
node_3482,-3325398.21
node_3483,-1158619.76
node_3484,1934391.02
node_3485,240719.055
node_3486,-4972968.1
node_3487,68584846.5
node_3488,71375091.6
node_3489,-27557687.8
node_3490,-7121662.62
node_3491,-9049510.0
node_3492,-11659897.8
node_3493,-13379987.7
node_3494,-10650994.3
node_3495,79488006.6
node_3496,-3225627.42
node_3497,507081.818
node_3498,83311744.7
node_3499,87793922.4
node_3500,78173233.0
node_3501,75480346.7
node_3502,77182266.2
node_3503,79870414.7
node_3504,59692832.9
node_3505,15929727.6
node_3506,18897035.6
node_3507,19513969.4
node_3508,55140041.4
node_3509,30150640.5
node_3510,34175079.3
node_3511,33671585.1
node_3512,55197975.2
node_3513,56783367.2
node_3514,58068016.1
node_3515,26697607.0
node_3516,35847946.2
node_3517,34670177.5
node_3518,32461288.5
node_3519,33655849.5
node_3520,18924594.9
node_3521,21400028.2
node_3522,47466693.9
node_3523,45482257.8
node_3524,45908531.2
node_3525,47878471.4
node_3526,31622167.6
node_3527,46389190.7
node_3528,46053325.7
node_3529,44477047.0
node_3530,33345417.0
node_3531,34531627.7
node_3532,-6925798.89
node_3533,-4908027.65
node_3534,-21103778.8
node_3535,109679031.0
node_3536,110250381.0
node_3537,92355323.8
node_3538,93136856.1
node_3539,97361724.9
node_3540,96592254.6
node_3541,-16959148.4
node_3542,-15226966.9
node_3543,-18212575.9
node_3544,-18207687.4
node_3545,91335472.1
node_3546,93497207.6
node_3547,55421875.0
node_3548,59786529.5
node_3549,56075397.5
node_3550,22839450.8
node_3551,26346183.8
node_3552,26288730.6
node_3553,22781496.0
node_3554,38523567.2
node_3555,37587142.9
node_3556,39559478.8
node_3557,41608348.8
node_3558,40386024.5
node_3559,43906528.5
node_3560,45067760.5
node_3561,63627319.3
node_3562,61506885.5
node_3563,63747936.2
node_3564,65889030.5
node_3565,65543632.5
node_3566,62469112.4
node_3567,64842033.4
node_3568,67942611.7
node_3569,19910463.3
node_3570,23121343.6
node_3571,23025531.8
node_3572,19851614.0
node_3573,29876718.5
node_3574,33225051.9
node_3575,32862297.1
node_3576,29521316.5
node_3577,12717769.6
node_3578,9381897.93
node_3579,6814856.05
node_3580,4333695.41
node_3581,77313293.5
node_3582,73634292.6
node_3583,4529985.43
node_3584,8227027.89
node_3585,81415809.6
node_3586,76219268.8
node_3587,78581573.5
node_3588,74850601.2
node_3589,77208610.5
node_3590,81074226.4
node_3591,80477439.9
node_3592,74057220.5
node_3593,-6075293.06
node_3594,-6710996.15
node_3595,-10266408.9
node_3596,-9101495.74
node_3597,-12710829.7
node_3598,104920494.0
node_3599,104244659.0
node_3600,109199196.0
node_3601,109097397.0
node_3602,91098892.2
node_3603,83299240.1
node_3604,86936203.0
node_3605,-9971994.4
node_3606,-6075619.7
node_3607,72906044.0
node_3608,3615639.45
node_3609,5539261.34
node_3610,7792581.08
node_3611,5887664.32
node_3612,71097862.2
node_3613,70888366.7
node_3614,11067715.6
node_3615,8525942.8
node_3616,68063552.9
node_3617,68828537.0
node_3618,71016876.2
node_3619,17811077.1
node_3620,59725055.7
node_3621,32002365.1
node_3622,33714454.7
node_3623,29936843.9
node_3624,52639389.0
node_3625,53581214.9
node_3626,54262317.7
node_3627,24351699.8
node_3628,26939960.5
node_3629,52164192.2
node_3630,50920406.3
node_3631,49373710.6
node_3632,49842624.7
node_3633,51378116.6
node_3634,34511608.1
node_3635,35914413.5
node_3636,36302875.5
node_3637,-14430576.3
node_3638,-14438932.4
node_3639,-1773624.9
node_3640,-2924566.98
node_3641,2529090.88
node_3642,6734021.19
node_3643,4932416.92
node_3644,68101265.0
node_3645,70859680.2
node_3646,84029251.1
node_3647,82265792.8
node_3648,103284065.0
node_3649,92971069.3
node_3650,88810928.3
node_3651,51239307.4
node_3652,50748935.7
node_3653,47838966.4
node_3654,53161861.4
node_3655,-18341400.1
node_3656,-14097524.6
node_3657,41711288.5
node_3658,16850250.2
node_3659,19811363.2
node_3660,20837715.1
node_3661,37390945.4
node_3662,36886196.1
node_3663,16648725.5
node_3664,18713920.6
node_3665,15469039.9
node_3666,40677745.8
node_3667,56135829.9
node_3668,54666286.5
node_3669,29499675.8
node_3670,26251817.7
node_3671,19679559.7
node_3672,22954580.3
node_3673,16986877.4
node_3674,16789808.3
node_3675,92050720.2
node_3676,87955101.0
node_3677,87226333.6
node_3678,94523155.2
node_3679,99640548.7
node_3680,-3117851.5
node_3681,-3634191.27
node_3682,-7253337.86
node_3683,74514106.8
node_3684,78570747.4
node_3685,80977027.9
node_3686,76926475.5
node_3687,64989791.9
node_3688,62800743.1
node_3689,67759132.4
node_3690,-308788.3
node_3691,967907.104
node_3692,3263906.48
node_3693,1963400.96
node_3694,73509674.1
node_3695,10968776.7
node_3696,8337940.22
node_3697,9878047.94
node_3698,12471301.1
node_3699,83610572.8
node_3700,83652107.2
node_3701,23769403.5
node_3702,14603761.7
node_3703,14329631.8
node_3704,46023277.3
node_3705,48781787.9
node_3706,43485977.2
node_3707,47316047.7
node_3708,44734287.3
node_3709,53549743.7
node_3710,30402357.1
node_3711,33703365.3
node_3712,34737216.9
node_3713,31486272.8
node_3714,45223079.7
node_3715,46021976.5
node_3716,44780986.8
node_3717,87467216.5
node_3718,88425666.8
node_3719,91404495.2
node_3720,104709602.0
node_3721,86304763.8
node_3722,82662445.1
node_3723,83831314.1
node_3724,71452751.2
node_3725,41289375.3
node_3726,39400169.4
node_3727,65899108.9
node_3728,63687641.1
node_3729,62055671.7
node_3730,64297882.1
node_3731,57057128.9
node_3732,55084106.4
node_3733,56200855.3
node_3734,58274429.3
node_3735,13006025.3
node_3736,13729955.7
node_3737,11262591.4
node_3738,13548280.7
node_3739,12176668.2
node_3740,38399383.5
node_3741,35891078.9
node_3742,15064576.1
node_3743,13308962.8
node_3744,11669878.0
node_3745,13513185.5
node_3746,9577112.2
node_3747,10792430.9
node_3748,8965862.27
node_3749,32551292.4
node_3750,35251815.8
node_3751,36366680.1
node_3752,74497795.1
node_3753,72790779.1
node_3754,69857185.4
node_3755,71562210.1
node_3756,81849777.2
node_3757,82652870.2
node_3758,86380065.9
node_3759,85540077.2
node_3760,-588276.733
node_3761,84871101.4
node_3762,81425346.4
node_3763,90237510.7
node_3764,95704948.4
node_3765,1461970.45
node_3766,-2629141.33
node_3767,-10880700.1
node_3768,-7866211.89
node_3769,-7773105.62
node_3770,74090011.6
node_3771,77907981.9
node_3772,60992881.8
node_3773,6975796.7
node_3774,4566550.73
node_3775,15500399.6
node_3776,12117551.8
node_3777,65993743.9
node_3778,68207199.1
node_3779,71055229.2
node_3780,78949455.3
node_3781,75880722.0
node_3782,73773025.5
node_3783,65279373.2
node_3784,61443065.6
node_3785,22656068.8
node_3786,26806331.6
node_3787,27744577.4
node_3788,57614662.2
node_3789,59379894.3
node_3790,60639617.9
node_3791,58968784.3
node_3792,62830265.0
node_3793,64509162.9
node_3794,11510225.3
node_3795,15780265.8
node_3796,51786392.2
node_3797,53922550.2
node_3798,52797557.8
node_3799,50671260.8
node_3800,30732149.1
node_3801,51966152.2
node_3802,37614631.7
node_3803,39430267.3
node_3804,37724391.9
node_3805,84402587.9
node_3806,86098297.1
node_3807,89179771.4
node_3808,84797355.7
node_3809,26409898.8
node_3810,32297672.3
node_3811,-14328470.2
node_3812,-10982667.0
node_3813,42040832.5
node_3814,39174804.7
node_3815,45580062.9
node_3816,44341754.9
node_3817,47559097.3
node_3818,48785259.2
node_3819,51171726.2
node_3820,48777492.5
node_3821,49719303.1
node_3822,7171045.3
node_3823,5509106.16
node_3824,89675247.2
node_3825,100090431.0
node_3826,79132812.5
node_3827,67439483.6
node_3828,69853508.0
node_3829,66923675.5
node_3830,88726211.5
node_3831,78648513.8
node_3832,77243759.2
node_3833,1358985.42
node_3834,-1282829.76
node_3835,1014307.98
node_3836,17487369.5
node_3837,20351226.8
node_3838,18596481.3
node_3839,21532997.1
node_3840,53562515.3
node_3841,51085487.4
node_3842,60844673.2
node_3843,59149055.5
node_3844,7517105.58
node_3845,3569183.59
node_3846,53737079.6
node_3847,56953006.7
node_3848,58968193.1
node_3849,55392128.0
node_3850,52916732.8
node_3851,54451786.0
node_3852,18005321.5
node_3853,18060787.2
node_3854,21575172.4
node_3855,32656181.3
node_3856,36083427.4
node_3857,37279300.7
node_3858,33878624.0
node_3859,50323505.4
node_3860,67729728.7
node_3861,27865259.2
node_3862,23941228.9
node_3863,27010698.3
node_3864,29782781.6
node_3865,25093555.5
node_3866,45504543.3
node_3867,42792224.9
node_3868,60790889.7
node_3869,80543037.4
node_3870,81549812.3
node_3871,15669068.3
node_3872,75865158.1
node_3873,9472809.79
node_3874,44965076.4
node_3875,42844390.9
node_3876,40636440.3
node_3877,53366687.8
node_3878,55683155.1
node_3879,53405464.2
node_3880,51995075.2
node_3881,57861450.2
node_3882,47144439.7
node_3883,44428642.3
node_3884,48388820.6
node_3885,54264442.4
node_3886,54165336.6
node_3887,51323440.6
node_3888,51443500.5
node_3889,37895866.4
node_3890,39265514.4
node_3891,43552520.8
node_3892,43630485.5
node_3893,45395282.7
node_3894,48619525.9
node_3895,57900707.2
node_3896,57561531.1
node_3897,54952823.6
node_3898,56795856.5
node_3899,29034606.9
node_3900,51717479.7
node_3901,50555999.8
node_3902,49641292.6
node_3903,48026069.6
node_3904,52133266.4
node_3905,40875846.9
node_3906,49429962.2
node_3907,46330421.4
node_3908,48737052.9
node_3909,47016380.3
node_3910,42779659.3
node_3911,41713382.7
node_3912,37508255.0
node_3913,34909805.3
node_3914,35934909.8
node_3915,36890735.6
node_3916,56362129.2
node_3917,52022007.0
node_3918,30601545.3
node_3919,43987834.9
node_3920,43563869.5
node_3921,41585174.6
node_3922,41232120.5
node_3923,35552440.6
node_3924,32331600.2
node_3925,41108943.9
node_3926,41008560.2
node_3927,38937999.7
node_3928,39095043.2
node_3929,38051464.1
node_3930,45514576.0
node_3931,47561759.9
node_3932,46995048.5
node_3933,51939994.8
node_3934,35261985.8
node_3935,36608463.3
node_3936,38096160.9
node_3937,39416542.1
node_3938,48261928.6
node_3939,41468048.1
node_3940,42713100.4
node_3941,43150573.7
node_3942,41940361.0
node_3943,47751903.5
node_3944,35794567.1
node_3945,36793056.5
node_3946,49352008.8
node_3947,36166591.6
node_3948,35226036.1
node_3949,33850624.1
node_3950,44094718.9
node_3951,41101329.8
node_3952,44085544.6
node_3953,40262863.2
node_3954,38044426.0
node_3955,39264549.3
node_3956,38418541.0
node_3957,37714424.1
node_3958,36489639.3
node_3959,37215847.0
node_3960,42093006.1
node_3961,42042968.8
node_3962,46731384.3
node_3963,44364486.7
node_3964,40099479.7
node_3965,40440944.7
node_3966,38678504.9
node_3967,47929306.0
node_3968,-32664020.5
node_3969,121902611.0
node_3970,121505379.0
node_3971,123824272.0
node_3972,114143600.0
node_3973,111985886.0
node_3974,-8683181.76
node_3975,111406464.0
node_3976,112926674.0
node_3977,77727233.9
node_3978,64184036.3
node_3979,65216331.5
node_3980,17432056.4
node_3981,-13277492.5
node_3982,-10603026.4
node_3983,109998444.0
node_3984,106905525.0
node_3985,93125068.7
node_3986,89365570.1
node_3987,-22964996.3
node_3988,-22006347.7
node_3989,-19401294.7
node_3990,-22462657.9
node_3991,-24588100.4
node_3992,108256477.0
node_3993,-10601798.1
node_3994,-5264026.17
node_3995,-7642766.95
node_3996,-5088018.42
node_3997,-5592885.97
node_3998,-4353672.03
node_3999,-2742764.47
node_4000,-1867401.72
node_4001,14884028.4
